DVD_Title|Studio|Released|Price|Rating|Year|Genre|DVD_ReleaseDate|ID
Cold In July|IFC||24.98|R|2014|Suspense/Thriller|2014-09-30 00:00:00|266358
Cold In July (Blu-ray)|IFC||29.98|R|2014|Suspense/Thriller|2014-09-30 00:00:00|266305
Cold Lands|Oscilloscope Pictures||39.99|NR|2013|Drama|2014-08-12 00:00:00|266236
Cold Light Of Day|Summit Entertainment||9.98|PG-13|2012|Action/Adventure|2013-01-29 00:00:00|237013
Cold Light Of Day (Blu-ray)|Summit Entertainment||14.99|PG-13|2012|Action/Adventure|2013-01-29 00:00:00|236973
Cold Mountain (Alliance Atlantis/ Blu-ray)|Alliance Atlantis||49.98|R|2003|Drama|2009-02-03 00:00:00|158258
Cold Mountain (Miramax Lions Gate)|Miramax Lions Gate||9.98|R|2003|Drama|2011-04-19 00:00:00|202764
Cold Mountain (Miramax Lions Gate/ Alternate UPC)|Miramax Lions Gate||9.98|R|2003|Drama|2011-09-20 00:00:00|215722
Cold Mountain (Miramax Lions Gate/ Blu-ray)|Miramax Lions Gate||9.99|R|2003|Drama|2012-01-31 00:00:00|219856
Cold Mountain (Miramax/ Special Edition)|Miramax||14.99|R|2003|Drama|2004-06-29 00:00:00|41613
Cold Play (Independent Film)|Independent Film||14.98|NR|2008|Thriller|2013-08-06 00:00:00|230114
Cold Play (Vanguard)|Vanguard||19.95|NR|2008|Thriller|2009-04-21 00:00:00|152766
Cold Prey|Anchor Bay||14.98|NR|2006|Foreign|2009-01-20 00:00:00|147212
Cold Prey II|Shout! Factory||19.97|NR|2008|Foreign|2013-04-23 00:00:00|241659
Cold River|Sterling Entertainment||9.99|PG|1982|Family|2004-10-12 00:00:00|52790
Cold Room (Mac Films)|Mac Films||4.99|NR|1984|Mystery/Suspense|2007-07-31 00:00:00|116016
Cold Room (Reel Classic Films)|Reel Classic Films||12.95|NR|1984|Mystery/Suspense|2008-12-09 00:00:00|242179
Cold Showers|Picture This! Home Video||19.99|NR|2005|Foreign|2006-07-25 00:00:00|86491
Cold Souls (Fox)|Fox||14.98|PG-13|2009|Comedy|2010-03-02 00:00:00|173623
Cold Souls (Fox/ Rental Ready)|Fox||27.98|PG-13|2009|Comedy|2010-02-02 00:00:00|172596
Cold Souls (Paradox)|Paradox||21.95|PG-13|2009|Comedy|2010-02-02 00:00:00|207417
Cold Squad: The Complete 1st Season|Alliance Atlantis||19.99|NR|1998|TV Classics|2003-09-02 00:00:00|105864
Cold Steel|Columbia/Tri-Star||9.95|R|1987|Action/Adventure|2002-11-12 00:00:00|21643
Cold Steel Hot Lead: Mad Bomber / Spree / The Ghost / A Packing Suburbia|BCI Eclipse / Brentwood||9.98|NR|VAR|Action/Adventure|2004-04-13 00:00:00|41260
Cold Storage|Lions Gate||14.98|R|2006|Horror|2010-05-04 00:00:00|176845
Cold Summer Of 1953|Image||29.99|NR|1988|Drama|2004-01-13 00:00:00|36456
Cold Sweat (1970/ Direct Source)|Direct Source||7.95|PG|1970|Action/Adventure|1999-10-26 00:00:00|1296
Cold Sweat (1970/ Essex)|Essex||12.99|PG|1970|Action/Adventure|1997-10-22 00:00:00|1295
Cold Sweat (1970/ Ideal Entertainment)|Ideal Entertainment||4.99|PG|1970|Action/Adventure|2002-04-02 00:00:00|17216
Cold Sweat (1970/ Mill Creek Entertainment)|Mill Creek Entertainment||5.99|PG|1970|Action/Adventure|2004-06-01 00:00:00|44553
Cold Sweat (1970/ Pop Flix) / Chino|Pop Flix||5.98|PG|VAR|Action/Adventure|2006-06-13 00:00:00|88257
Cold Sweat (1970/ Seedsman Group)|Seedsman Group||9.99|PG|1970|Action/Adventure|2011-06-07 00:00:00|202758
Cold Sweat (1970/ Synergy Entertainment)|Synergy Entertainment||9.99|PG|1970|Action/Adventure|2007-09-13 00:00:00|150100
Cold Sweat (1970/ Treasure Box)|Treasure Box||2.49|PG|1970|Action/Adventure|2004-01-01 00:00:00|58788
Cold Sweat (1970/ Trinity Home Entertainment)|Trinity Home Entertainment||7.99|PG|1970|Action/Adventure|2006-01-10 00:00:00|75289
Cold Sweat (UNK)|MPI||24.98|NR|UNK|Horror|2012-01-17 00:00:00|218331
Cold Trail|NonStop Sales AB||38.99|NR|2006|Foreign|2008-02-26 00:00:00|132750
Cold Turkey (1971/ Limited Edition Collection/ On Demand DVD-R)|MGM/UA||19.98|PG-13|1971|Comedy|2010-05-03 00:00:00|205549
Cold Turkey (2013)|Virgil Films and Entertainment||19.99|NR|2013|Comedy|2014-07-29 00:00:00|261378
Cold Vengeance (1935/ a.k.a. Dawn Rider)|Legend Films||9.95|NR|1935|Western|2008-08-19 00:00:00|142937
Cold Vengeance (1935/ a.k.a. Dawn Rider/ Old Version)|Legend Films||9.95|NR|1935|Western|2007-05-29 00:00:00|106007
Cold Vengeance (2000/ Platinum)|Platinum||6.99|R|2000|Action/Adventure|2005-04-05 00:00:00|61534
Cold Vengeance (2000/ Velocity Home Entertainment)|Velocity Home Entertainment||24.98|R|2000|Action/Adventure|2003-03-18 00:00:00|26535
Cold War (1998/ w/ Digital Copy)|Warner Brothers||68.92|NR|1998|Documentary|2012-05-08 00:00:00|222547
Cold War (1999)|Tai Seng||14.95|NR|1999|Action/Adventure|2002-05-14 00:00:00|16608
Cold War (2012)|Lions Gate||26.98|R|2012|Foreign|2013-10-01 00:00:00|251046
Cold War (UNK)|Sunburst Visual Media||39.95|NR|UNK|Special Interest|2009-02-10 00:00:00|154623
Cold War Bombers|ArtsmagicDVD||9.95|NR|UNK|Special Interest|2014-03-25 00:00:00|258684
Cold War Era: Cartoon Chronicles|A2ZCDS||14.95|NR|VAR|Special Interest|2005-03-07 00:00:00|71214
Cold War Era: Dangers On The Home Front|A2ZCDS||19.95|NR|VAR|Special Interest|2005-03-07 00:00:00|71218
Cold War Era: Political Paranoia|A2ZCDS||19.95|NR|VAR|Special Interest|2005-03-07 00:00:00|71211
Cold War Hysteria (3-Disc)|Mill Creek Entertainment||14.98|NR|VAR|Action/Adventure|2008-05-06 00:00:00|132280
Cold War In The Air|Military Heritage Institute||19.98|NR|UNK|Documentary|2015-06-09 00:00:00|278310
Cold War Into Guerrilla War|Discovery Education||59.95|NR|UNK|Special Interest|2005-09-20 00:00:00|213596
Cold War Pack|Goldhil Home Media||24.98|NR|VAR|Documentary|2007-09-25 00:00:00|119953
Cold War Roadshow: The American Experience|PBS||24.99|NR|2014|Documentary|2014-12-23 00:00:00|271703
Cold War Spy Collection: The Glory Boys / The Contract (1988)|Acorn Media||39.99|NR|VAR|Drama|2010-05-25 00:00:00|162072
Cold War Stalemate|Madacy||9.98|NR|UNK|Documentary|2015-08-04 00:00:00|280725
Cold War Stalemate (Special Edition)|Madacy||39.98|NR|UNK|Documentary|2015-06-16 00:00:00|278227
Cold War U.S. History Since 1904|Hooked On Phonics||49.95|NR|UNK|Special Interest|2007-09-25 00:00:00|122128
Cold Weather|IFC||24.98|NR|2010|Drama|2011-08-02 00:00:00|206731
Cold Wind In August (Limited Edition Collection/ On Demand DVD-R)|MGM/UA||19.98|NR|1961|Drama|2011-03-29 00:00:00|207026
Cold: Year Of The Spider (DVD/CD Combo)|Interscope Records||18.98|NR|UNK|Music|2003-05-13 00:00:00|167943
Coldcut: Sound Mirrors Videos & Remixes|Ninja Tune Records||19.99|NR|2006|Music|2007-01-23 00:00:00|97019
Colder Kind Of Death|Vanguard||19.95|NR|2001|Drama|2009-01-27 00:00:00|146764
Colder: Again (DVD/CD Combo)|Output Records||16.98|NR|UNK|Music|2004-04-06 00:00:00|153726
Coldfire|Madacy||7.98|R|1990|Action/Adventure|2003-07-29 00:00:00|28894
Colditz (MTI)|MTI||24.95|R|2005|War|2006-12-12 00:00:00|96995
Colditz (Timeless Multimedia)|Timeless Multimedia||6.95|R|2005|War|2006-12-12 00:00:00|96597
Colditz (Timeless Multimedia/ Blu-ray)|Timeless Multimedia||14.93|NR|2005|War|2010-10-19 00:00:00|188502
Colditz Story|Anchor Bay||19.95|NR|1955|War|2005-03-22 00:00:00|61429
Colditz: Escape Of The Birdmen|Timeless Multimedia||6.95|NR|1971|Action/Adventure|2011-07-26 00:00:00|209081
Colditz: Escape Of The Birdmen (Blu-ray)|Timeless Multimedia||14.93|NR|1971|Action/Adventure|2011-09-27 00:00:00|212639
Coldplay: Back To The Start|Chrome Dreams||19.95|NR|2003|Music|2004-08-03 00:00:00|45465
Coldplay: Coldplay Live: 2012 (EMI International/ Blu-ray/CD Combo)|EMI International||39.95|NR|UNK|Music|2012-11-19 00:00:00|236082
Coldplay: Coldplay Live: 2012 (EMI International/ DVD/CD Combo)|EMI International||24.98|NR|UNK|Music|2012-11-19 00:00:00|236063
Coldplay: Coldplay Live: 2012 (EMI International/ DVD/CD Combo/ CD Case)|EMI International||24.98|NR|UNK|Music|2012-11-19 00:00:00|235882
Coldplay: Coldplay Live: 2012 (Parlophone Records/ Blu-ray/CD Combo)|Parlophone Records||39.99|NR|2012|Music|2012-11-19 00:00:00|251262
Coldplay: Coldplay Live: 2012 (Parlophone Records/ DVD/CD Combo)|Parlophone Records||27.99|NR|2012|Music|2012-11-19 00:00:00|251277
Coldplay: Coldplay Live: 2012 (Parlophone Records/ DVD/CD Combo/ Explicit Version)|Parlophone Records||27.99|NR|2012|Music|2012-11-19 00:00:00|251244
Coldplay: Coldplay Phenomenon|Anvil Media Limited||17.99|NR|UNK|Music|2013-09-24 00:00:00|251548
Coldplay: DVD Collector's Box (Deluxe Edition/ 2-Disc)|Chrome Dreams||19.95|NR|UNK|Music|2008-10-28 00:00:00|143954
Coldplay: Ghost Stories: Live 2014 (DVD/CD Combo)|Atlantic Records||21.98|NR|2014|Music|2014-11-24 00:00:00|272111
Coldplay: Live 2003 (Capitol Records/ DVD/CD Combo)|Capitol Records||21.98|NR|2003|Music|2003-11-04 00:00:00|34655
Coldplay: Live 2003 (Capitol Records/ DVD/CD Combo/ Jewel Case)|Capitol Records||21.98|NR|2003|Music|2003-11-04 00:00:00|34679
Coldplay: Live 2003 (EMI International/ DVD/CD Combo)|EMI International||31.99|NR|2003|Music|2007-02-06 00:00:00|104677
Coldplay: Longevity|Nibon Silver Films||14.95|NR|2011|Music|2011-05-17 00:00:00|201491
Coldplay: Love, Actually: A Documentary Film|United States Of Distribution||22.99|NR|UNK|Music|2006-01-31 00:00:00|108871
Coldplay: New Dimensions|Chrome Dreams||26.95|NR|2012|Music|2012-03-20 00:00:00|221478
Coldplay: Phenomenon (Classic Rock Legends)|Classic Rock Legends||19.99|NR|2005|Music|2006-03-14 00:00:00|77880
Coldplay: Phenomenon (Hurricane International)|Hurricane International||14.99|NR|2005|Music|2008-07-08 00:00:00|135783
Coldplay: Talk|MSI Music||11.98|NR|UNK|Music|2006-04-04 00:00:00|80009
Coldplay: The Document (DVD/CD Combo)|United States Of Distribution||18.98|NR|UNK|Music|2009-05-19 00:00:00|157417
Coldplay: The Rise To Fame|Music Legends||9.98|NR|UNK|Music|2009-09-15 00:00:00|269261
Coldplay: Time's Arrow|United States Of Distribution||19.99|NR|UNK|Music|2012-04-10 00:00:00|223673
Coldplay: Unauthorized|Music Video Distributors||5.95|NR|UNK|Music|2004-01-06 00:00:00|36098
Coldplay: Up Close And Personal|United States Of Distribution||18.99|NR|UNK|Music|2010-02-09 00:00:00|171608
Coldplay: Viva La Vida (DVD/CD Combo)|EMI International||31.98|NR|UNK|Music|2009-09-08 00:00:00|166593
Coldplay: X And Y (Latin America Tour Edition/ DVD/CD Combo)|EMI Latin||49.98|NR|UNK|Music|2007-04-03 00:00:00|199184
Coldplay: X&Y (DVD/CD Combo)|EMI International||19.98|NR|UNK|Music|2006-05-23 00:00:00|129854
Coldplay: XYZ: The Story Behind|Locomotive Music||9.99|NR|UNK|Music|2006-09-26 00:00:00|93219
Coldwater|Breaking Glass Pictures||24.99|NR|2013|Drama|2014-11-11 00:00:00|269732
Cole Ellington: TVs First Music Videos|Storyville Films||11.98|NR|UNK|Music|2006-09-26 00:00:00|94950
Cole Porter Songbook|Stefan Grossman||29.95|NR|UNK|Special Interest|2004-07-06 00:00:00|47252
Cole Porter: The Cole Porter Collection: Kiss Me Kate / High Society / Silk Stockings / Les Girls / Broadway Melody Of 1940|Warner Brothers||59.92|VAR|VAR|Musical|2003-04-22 00:00:00|27862
Cole Younger & The Black Train|Lions Gate||19.98|PG|2012|Western|2012-07-31 00:00:00|228021
Cole Younger, Gunfighter (Archive Collection/ On Demand DVD-R)|Warner Brothers Digital Dist.||19.99|NR|1958|Western|2013-02-20 00:00:00|246582
Coleccion Alla En El Rancho Grande: Remolino / Yo Mate A Rosita Alvirez / Se La Llevo El Remingtin|Studio Latino||14.95|NR|VAR|Foreign|2006-05-23 00:00:00|81490
Coleccion Almada: Rencilla Mortal / El Yaqui Indomable|Unicine||14.99|NR|VAR|Foreign|2007-01-16 00:00:00|99967
Coleccion De Cornelio Reyna 3, Vol. 1: Guadalajara Es Mexico / De Cocula Es El Mariachi / Me Caiste Del Cielo|BCI Eclipse / Brentwood||9.98|NR|VAR|Foreign|2006-03-07 00:00:00|82604
Coleccion De Cornello Reyna 1 (3-Disc)|Brentwood||9.98|NR|VAR|Foreign|2005-08-23 00:00:00|99509
Coleccion De Cornello Reyna 2 (3-Disc)|Brentwood||9.98|NR|VAR|Foreign|2005-08-23 00:00:00|99476
Coleccion De Pedro Infante, Vol. 1: Cartas Marcadas / La Barca De Oro / Un Rincon Cerca Del Cielo / Ansiedad|Laguna Films||19.95|NR|VAR|Foreign|2006-11-21 00:00:00|95470
Coleccion De Pedro Infante, Vol. 2: Tizoc / El Mil Amores / Los Gavilanes / Cuidado Con El Amor|Laguna Films||19.95|NR|VAR|Foreign|2006-12-12 00:00:00|95552
Coleccion De Pedro Infante, Vol. 3: Ahi Viene Martin Corona / El Enamorado / Escuela De Vagabundos / El Inocente|Laguna Films||19.95|NR|VAR|Foreign|2006-11-21 00:00:00|95471
Coleccion De Pedro Infante, Vol. 4: Los Hijos De Maria Morales / El Gavilan Pollero / Gitana Tenias Que Ser / Escuela De Rateros|Laguna Films||19.95|NR|VAR|Foreign|2007-07-24 00:00:00|121294
Coleccion De Pedro Infante, Vol. 5: Si Me Han De Matar Manana / Soy Charro De Rancho Grande / Pablo Y Carolina / ...|Laguna Films||19.95|NR|VAR|Foreign|2007-07-24 00:00:00|121305
Coleccion De Peliculas Mexicanas (3-Disc): Siete Muertes Para El Texano / Victimas De La Pobreza / Lola La Trailera|East West||24.95|NR|VAR|Foreign|2004-04-04 00:00:00|233985
Coleccion De Peliculas Mexicanas (5-Disc): Estoy Sentenciado A Muerte / La Venganza De Gabino Barrera / Rosa La Tequilera / ...|East West||24.95|NR|VAR|Foreign|2004-04-04 00:00:00|233996
Coleccion De Vicente Fernandez, Vol. 1: Entre Monjas Anda El Diablo / Sinverguenza Pero Honrado|Laguna Films||9.99|NR|VAR|Foreign|2005-09-27 00:00:00|73240
Coleccion De Vicente Fernandez, Vol. 3: Un Hombre Llamado El Diablo / Por Tu Maldito Amor / Coyote Y La Bronca / Matar O Morir|Laguna Films||19.95|NR|VAR|Foreign|2006-12-12 00:00:00|95529
Coleccion De Vicente Fernandez, Vol. 4: El Arracadas / Juan Armenta El Repatriado / La Ley Del Monte / Entre Compadres Te Veas|Laguna Films||19.95|NR|VAR|Foreign|2006-11-21 00:00:00|95615
Coleccion De Vicente Fernandez, Vol. 5: Juan Charasqueado / El Macho / El Sinverguenza / Todo Un Hombre|Laguna Films||19.95|NR|VAR|Foreign|2006-12-12 00:00:00|95521
Coleccion De Vicente Fernandez, Vol. 6: El Tahur / Sinverguenza Pero Honrado / El Cuatrero / Diablo / El Santo Y El Tonto / ...|Laguna Films||24.95|NR|VAR|Foreign|2007-07-24 00:00:00|121287
Coleccion De Vicente Fernandez, Vol. 7: Picardia Mexicana / Picardia Mexicana 2 / Tacos Al Carbon / El Albanil / ...|Laguna Films||24.95|NR|VAR|Foreign|2007-07-24 00:00:00|121296
Coleccion Pedro Infante: A Toda Maquina / Entrevista Con El Director / Cancionero / Canta Con ... / ...|Warner Brothers||12.97|NR|VAR|Foreign|2007-09-18 00:00:00|114946
Coleccion Pedro Infante: A Toda Maquina / Que Te Ha Dado Esa Mujer?|Warner Brothers||14.96|NR|VAR|Foreign|2009-09-15 00:00:00|162180
Coleccion Pedro Infante: Arriba Las Mujeres|Warner Brothers||12.97|NR|1943|Foreign|2008-02-12 00:00:00|125521
Coleccion Pedro Infante: El Amante (The Lover)|Warner Brothers||27.92|NR|VAR|Foreign|2010-05-04 00:00:00|179162
Coleccion Pedro Infante: El Cantante (The Singer)|Warner Brothers||27.92|NR|VAR|Foreign|2010-05-04 00:00:00|179186
Coleccion Pedro Infante: El Comediante (The Comedian)|Warner Brothers||27.92|NR|VAR|Foreign|2010-05-04 00:00:00|179174
Coleccion Pedro Infante: El Heroe De Guerra (2-Disc): Cuando Lloran Los Valientes / La Mujer Que Yo Perdi / ...|Warner Brothers||27.92|NR|VAR|Foreign|2010-09-14 00:00:00|184084
Coleccion Pedro Infante: Escandalo De Estrellas|Warner Brothers||12.97|NR|1944|Foreign|2008-04-22 00:00:00|129101
Coleccion Pedro Infante: Escandalo De Estrellas / Sobre Las Olas|Warner Brothers||19.96|NR|VAR|Foreign|2009-09-15 00:00:00|162213
Coleccion Pedro Infante: La Oveja Negra|Warner Brothers||12.97|NR|1949|Foreign|2008-04-22 00:00:00|129104
Coleccion Pedro Infante: La Trilogia De Pepe El Toro|Warner Brothers||19.96|NR|VAR|Foreign|2009-09-15 00:00:00|162201
Coleccion Pedro Infante: Las Mujeres De Mi General|Warner Brothers||12.97|NR|1951|Foreign|2008-02-12 00:00:00|125516
Coleccion Pedro Infante: Los Tres Garcia|Warner Brothers||12.97|NR|1947|Foreign|2007-09-18 00:00:00|115240
Coleccion Pedro Infante: Los Tres Garcia / Vuelven Los Garcia|Warner Brothers||19.96|NR|VAR|Foreign|2009-09-15 00:00:00|162219
Coleccion Pedro Infante: Los Tres Huastecos|Warner Brothers||12.97|NR|1948|Foreign|2007-09-18 00:00:00|115257
Coleccion Pedro Infante: Mexicanos Al Grito De Guerra|Warner Brothers||12.97|NR|1943|Foreign|2008-04-22 00:00:00|129103
Coleccion Pedro Infante: Mexicanos Al Grito De Guerra /Las Mujeres De Mi General|Warner Brothers||14.96|NR|VAR|Foreign|2009-09-15 00:00:00|162166
Coleccion Pedro Infante: No Desearas La Mujer De Tu Hijo|Warner Brothers||12.97|NR|1950|Drama|2008-04-22 00:00:00|128962
Coleccion Pedro Infante: Que Te Ha Dado Esa Mujer?!|Warner Brothers||12.97|NR|1951|Foreign|2008-02-12 00:00:00|125492
Coleccion Pedro Infante: Viva Mi Desgracia!|Warner Brothers||12.97|NR|1944|Foreign|2008-02-12 00:00:00|125507
Coleccion Pedro Infante: Vuelven Los Garcia!|Warner Brothers||12.97|NR|1947|Foreign|2007-09-18 00:00:00|115256
Coleman Hawkins / Harry 'Sweets' Edison: London Concert 1964|Impro-Jazz||17.98|NR|1964|Music|2006-08-22 00:00:00|165586
Coleman Hawkins: In Europe: London, Paris & Brussels|Disconforme||19.95|NR|UNK|Music|2009-02-10 00:00:00|149712
Coleman Hawkins: The Centennial Collection (DVD/CD Combo)|Bluebird||15.98|NR|UNK|Music|2004-08-24 00:00:00|109476
Colette Baron-Reid: Joy Of Being|CD Baby||36.97|NR|2007|Music|2007-08-28 00:00:00|129082
Colette: A Mi Manera|Sony Norte||9.98|NR|UNK|Music|2007-05-01 00:00:00|108389
Colin & Brad: Two Man Group|Image||14.98|NR|UNK|Comedy|2011-03-08 00:00:00|196101
Colin (Virgil Films and Entertainment)|Virgil Films and Entertainment||9.99|NR|2008|Horror|2011-09-20 00:00:00|212138
Colin (Virgil Films and Entertainment/ Special Edition/ 2-Disc)|Virgil Films and Entertainment||14.99|NR|2008|Horror|2011-09-20 00:00:00|212177
Colin (Walking Shadows)|Walking Shadows||19.95|NR|2008|Horror|2010-10-19 00:00:00|188920
Colin (Walking Shadows/ Special Edition/ 2-Disc)|Walking Shadows||29.95|NR|2008|Horror|2010-10-19 00:00:00|188925
Colin Blunstone And Rod Argent Of The Zombies: Live At The Bloomsbury Theatre, London|Rhino||19.99|NR|UNK|Music|2007-04-03 00:00:00|102748
Colin Dunne: Celtic Feet: Original & Best|Wienerworld||19.95|NR|UNK|Dance/Ballet|2007-06-05 00:00:00|108579
Colin Farrell Celebrity Pack: Phone Booth / Daredevil / Tigerland|Fox||29.98|NR|VAR|Drama|2006-06-06 00:00:00|84410
Colin Hay: Live At The Corner|Compass Records||19.99|NR|UNK|Music|2010-09-28 00:00:00|188184
Colin Hearts Kay|Vanguard||19.95|NR|2010|Comedy|2012-05-29 00:00:00|223173
Colin James Presents: Blues Masters|Zomba Records||40|NR|UNK|Music|2002-05-27 00:00:00|114057
Colin McRae: Rally Legend|Duke Video||19.95|NR|2007|Sports|2012-10-23 00:00:00|233076
Colin Moocks Lost Actionscript 3.0: Weekend Course 1|O'Reilly & Associates||129.99|NR|2009|Special Interest|2009-05-01 00:00:00|160386
Colin Moocks Lost Actionscript 3.0: Weekend Course 2|O'Reilly & Associates||129.99|NR|2009|Special Interest|2009-05-01 00:00:00|160387
Colin Powell|Educational Video Network||19.95|NR|UNK|Special Interest|2006-02-28 00:00:00|81907
Colin Quinn: Long Story Short|Video Service Corp.||7.95|NR|2011|Comedy|2011-12-06 00:00:00|217389
Colin Quinn: Long Story Short (Blu-ray)|Video Service Corp.||9.95|NR|2011|Comedy|2011-12-06 00:00:00|217387
Colin Walsh: The Grand Organ Of Lincoln Cathedral|Priory Records||52.98|NR|UNK|Music|2010-02-09 00:00:00|174996
Colin's Sleazy Friends|Music Video Distributors||9.95|NR|UNK|Late Night|2002-04-30 00:00:00|16559
Colin's Sleazy Friends Rocks|Music Video Distributors||9.95|NR|2002|Music|2003-01-28 00:00:00|44234
Collaborating To Compete|Microcosm Publishing||169.95|NR|UNK|Special Interest|2012-02-28 00:00:00|225936
Collaborating With Students In Instruction And Decision Making: The Untapped Resource (Book w/ DVD)|Corwin Press||360|NR|2010|Special Interest|2010-08-20 00:00:00|180653
Collaboration For Inclusion Video Series|Nat'l Professional Resources||199|NR|UNK|Special Interest|2007-09-18 00:00:00|145812
Collaboration Now|Microcosm Publishing||849.75|NR|UNK|Special Interest|2012-02-28 00:00:00|225902
Collaborative Conferences|Stenhouse||30|NR|2007|Special Interest|2007-11-07 00:00:00|151277
Collaborative Helping Skills: Culturally Mindful Helping|SAGE Publications||90|NR|2012|Special Interest|2013-10-01 00:00:00|231793
Collaborative Helping: A Practice Framework For Family-Centered Services|Alexander Street Press||169|NR|UNK|Special Interest|2013-09-17 00:00:00|253300
Collaborative Teaching Create A 'Learning Community' In Your School|Hooked On Phonics||39.95|NR|UNK|Special Interest|2007-09-25 00:00:00|122109
Collaborative Teams In Professional Learning Communities At Work: Learning By Doing|Solution Tree||174.95|NR|2010|Special Interest|2010-05-01 00:00:00|212883
